SNP	Assembly	Annotation_Chromosome	Annotation_Position	Allele_string	Most_severe_consequence	Gene_symbol	Gene_ID	Transcript_ID	Consequence	Impact	Biotype	Exon	Protein_position	Amino_acids
rs2274162					5_prime_UTR_variant	DFNB31		ENST00000374059	5_prime_UTR_variant	MODIFIER	protein_coding			
rs2295388					intron_variant	MEG3		ENST00000398461	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000398474	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000398518	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000412736	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000423456	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000424076	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000429159	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000451743	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000452514	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000455531	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000519709	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000520714	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000521404	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000522618	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000522771	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000524035	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000524131	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	RP11-123M6.2		ENST00000554041	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs2295388					intron_variant	MEG3		ENST00000554639	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000555928	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2295388					intron_variant	MEG3		ENST00000556736	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2371064					intron_variant	NRXN3		ENST00000281127	intron_variant	MODIFIER	protein_coding			
rs2371064					intron_variant	NRXN3		ENST00000335750	intron_variant	MODIFIER	protein_coding			
rs2371064					intron_variant	NRXN3		ENST00000428277	intron_variant	MODIFIER	protein_coding			
rs2371064					intron_variant	RP11-242P2.1		ENST00000553322	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs2371064					intron_variant	NRXN3		ENST00000554719	intron_variant	MODIFIER	protein_coding			
rs2371064					intron_variant	NRXN3		ENST00000554738	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs2371064					intron_variant	NRXN3		ENST00000555387	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs2371064					intron_variant	NRXN3		ENST00000556003	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs2371064					intron_variant	NRXN3		ENST00000557594	intron_variant	MODIFIER	protein_coding			
rs2382031					intergenic_variant				intergenic_variant					
rs2393960					intergenic_variant				intergenic_variant					
rs2438988					intron_variant	FRMPD2		ENST00000305531	intron_variant	MODIFIER	protein_coding			
rs2438988					intron_variant	FRMPD2		ENST00000374201	intron_variant	MODIFIER	protein_coding			
rs2438988					intron_variant	FRMPD2		ENST00000407470	intron_variant	MODIFIER	protein_coding			
rs2438988					intron_variant	FRMPD2		ENST00000463706	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs2438988					intron_variant	FRMPD2		ENST00000474573	intron_variant	MODIFIER	protein_coding			
rs2438988					intron_variant	FRMPD2		ENST00000491130	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs2447198					intron_variant	CKMT1B		ENST00000300283	downstream_gene_variant	MODIFIER	protein_coding			
rs2447198					intron_variant	RNU6-554P		ENST00000410466	downstream_gene_variant	MODIFIER	snRNA			
rs2447198					intron_variant	CKMT1B		ENST00000411560	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs2447198					intron_variant	STRC		ENST00000428650	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs2447198					intron_variant	CKMT1B		ENST00000437534	downstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs2447198					intron_variant	STRC		ENST00000440125	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs2447198					intron_variant	CKMT1B		ENST00000441322	downstream_gene_variant	MODIFIER	protein_coding			
rs2447198					intron_variant	STRC		ENST00000448437	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs2447198					intron_variant	STRC		ENST00000450892	intron_variant	MODIFIER	protein_coding			
rs2447198					intron_variant	STRC		ENST00000455136	downstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs2447198					intron_variant	STRC		ENST00000460952	upstream_gene_variant	MODIFIER	retained_intron			
rs2447198					intron_variant	STRC		ENST00000471703	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs2447198					intron_variant	STRC		ENST00000485556	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs2447198					intron_variant	STRC		ENST00000493750	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs2447198					intron_variant	STRC		ENST00000541030	intron_variant	MODIFIER	protein_coding			
rs2469102					upstream_gene_variant	RP11-321F6.1		ENST00000558797	upstream_gene_variant	MODIFIER	protein_coding			
rs2479106					intron_variant	DENND1A		ENST00000373618	intron_variant	MODIFIER	protein_coding			
rs2479106					intron_variant	DENND1A		ENST00000373620	intron_variant	MODIFIER	protein_coding			
rs2479106					intron_variant	DENND1A		ENST00000373624	intron_variant	MODIFIER	protein_coding			
rs2479106					intron_variant	DENND1A		ENST00000394215	intron_variant	MODIFIER	protein_coding			
rs2479106					intron_variant	DENND1A		ENST00000394219	intron_variant	MODIFIER	protein_coding			
rs2479106					intron_variant	RP11-417B4.3		ENST00000411924	downstream_gene_variant	MODIFIER	processed_pseudogene			
rs2479106					intron_variant	DENND1A		ENST00000473039	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs2615231					intron_variant	TCF12		ENST00000267811	intron_variant	MODIFIER	protein_coding			
rs2615231					intron_variant	TCF12		ENST00000333725	intron_variant	MODIFIER	protein_coding			
rs2615231					intron_variant	TCF12		ENST00000438423	intron_variant	MODIFIER	protein_coding			
rs2615231					intron_variant	TCF12		ENST00000452095	intron_variant	MODIFIER	protein_coding			
rs2615231					intron_variant	TCF12		ENST00000557843	intron_variant	MODIFIER	protein_coding			
rs2615231					intron_variant	TCF12		ENST00000557947	intron_variant	MODIFIER	protein_coding			
rs2615231					intron_variant	TCF12		ENST00000559216	upstream_gene_variant	MODIFIER	processed_transcript			
rs2615231					intron_variant	TCF12		ENST00000559609	intron_variant	MODIFIER	protein_coding			
rs2615231					intron_variant	TCF12		ENST00000560190	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs2615231					intron_variant	TCF12		ENST00000561152	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs2615231					intron_variant	TCF12		ENST00000561346	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs2664419					intron_variant	TET1		ENST00000373644	intron_variant	MODIFIER	protein_coding			
rs2796441					intron_variant	TLE1		ENST00000376499	upstream_gene_variant	MODIFIER	protein_coding			
rs2796441					intron_variant	RP11-154D17.1		ENST00000437181	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs2814834					intergenic_variant				intergenic_variant					
rs2815657					intron_variant	CAMK1D		ENST00000378845	intron_variant	MODIFIER	protein_coding			
rs2815657					intron_variant	CAMK1D		ENST00000378847	intron_variant	MODIFIER	protein_coding			
rs2815657					intron_variant	CAMK1D		ENST00000487696	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs28475375					intergenic_variant				intergenic_variant					
rs28521526					upstream_gene_variant	IFNA21		ENST00000380225	upstream_gene_variant	MODIFIER	protein_coding			
rs28533815					intron_variant	GPSM1		ENST00000563430	intron_variant	MODIFIER	protein_coding			
rs28533815					intron_variant	GPSM1		ENST00000354753	intron_variant	MODIFIER	protein_coding			
rs28533815					intron_variant	GPSM1		ENST00000440944	intron_variant	MODIFIER	protein_coding			
rs28538218					intron_variant	RP11-382A20.5		ENST00000566841	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs28538218					intron_variant	RP11-382A20.6		ENST00000568441	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs28836514					downstream_gene_variant	AC093334.1		ENST00000537528	downstream_gene_variant	MODIFIER	pseudogene			
rs2890156					intron_variant	PRC1		ENST00000361188	intron_variant	MODIFIER	protein_coding			
rs2890156					intron_variant	PRC1		ENST00000361919	intron_variant	MODIFIER	protein_coding			
rs2890156					intron_variant	PRC1		ENST00000394249	intron_variant	MODIFIER	protein_coding			
rs2890156					intron_variant	PRC1		ENST00000442656	intron_variant	MODIFIER	protein_coding			
rs2890156					intron_variant	PRC1-AS1		ENST00000554388	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs2890156					intron_variant	PRC1		ENST00000555455	intron_variant	MODIFIER	protein_coding			
rs2890156					intron_variant	PRC1-AS1		ENST00000556200	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs2890156					intron_variant	PRC1		ENST00000556972	intron_variant	MODIFIER	protein_coding			
rs2890156					intron_variant	PRC1		ENST00000559326	downstream_gene_variant	MODIFIER	retained_intron			
rs2890156					intron_variant	PRC1		ENST00000559828	intron_variant	MODIFIER	protein_coding			
rs2890156					intron_variant	PRC1		ENST00000560423	intron_variant	MODIFIER	protein_coding			
rs2890156					intron_variant	PRC1		ENST00000560914	downstream_gene_variant	MODIFIER	retained_intron			
rs2917677					intron_variant	NQO1		ENST00000320623	intron_variant	MODIFIER	protein_coding			
rs2917677					intron_variant	NQO1		ENST00000379046	intron_variant	MODIFIER	protein_coding			
rs2917677					intron_variant	NQO1		ENST00000379047	intron_variant	MODIFIER	protein_coding			
rs2917677					intron_variant	NQO1		ENST00000439109	intron_variant	MODIFIER	protein_coding			
rs2917677					intron_variant	NQO1		ENST00000561500	intron_variant	MODIFIER	protein_coding			
rs2917677					intron_variant	NQO1		ENST00000564043	intron_variant	MODIFIER	protein_coding			
rs2917677					intron_variant	NQO1		ENST00000569118	downstream_gene_variant	MODIFIER	retained_intron			
rs2997064					upstream_gene_variant	CAMK1D		ENST00000378845	upstream_gene_variant	MODIFIER	protein_coding			
rs2997064					upstream_gene_variant	CAMK1D		ENST00000378847	upstream_gene_variant	MODIFIER	protein_coding			
rs2997064					upstream_gene_variant	CAMK1D		ENST00000487696	upstream_gene_variant	MODIFIER	processed_transcript			
rs3095633					upstream_gene_variant	AKTIP		ENST00000300245	upstream_gene_variant	MODIFIER	protein_coding			
rs3095633					upstream_gene_variant	AKTIP		ENST00000394657	upstream_gene_variant	MODIFIER	protein_coding			
rs3095633					upstream_gene_variant	AKTIP		ENST00000561799	upstream_gene_variant	MODIFIER	retained_intron			
rs3095633					upstream_gene_variant	AKTIP		ENST00000563108	upstream_gene_variant	MODIFIER	retained_intron			
rs3095633					upstream_gene_variant	AKTIP		ENST00000564497	upstream_gene_variant	MODIFIER	protein_coding			
rs3095633					upstream_gene_variant	AKTIP		ENST00000565408	upstream_gene_variant	MODIFIER	protein_coding			
rs3095633					upstream_gene_variant	AKTIP		ENST00000566045	upstream_gene_variant	MODIFIER	retained_intron			
rs3095633					upstream_gene_variant	AKTIP		ENST00000568596	upstream_gene_variant	MODIFIER	protein_coding			
rs3095633					upstream_gene_variant	AKTIP		ENST00000570004	upstream_gene_variant	MODIFIER	protein_coding			
rs316371					intergenic_variant				intergenic_variant					
rs34080199					intergenic_variant				intergenic_variant					
rs34245505					intron_variant	BMF		ENST00000220446	intron_variant	MODIFIER	protein_coding			
rs34245505					intron_variant	BMF		ENST00000354670	intron_variant	MODIFIER	protein_coding			
rs34245505					intron_variant	BMF		ENST00000397573	intron_variant	MODIFIER	protein_coding			
rs34245505					intron_variant	BMF		ENST00000431415	intron_variant	MODIFIER	protein_coding			
rs34245505					intron_variant	BMF		ENST00000557870	downstream_gene_variant	MODIFIER	protein_coding			
rs34245505					intron_variant	BMF		ENST00000558057	downstream_gene_variant	MODIFIER	processed_transcript			
rs34245505					intron_variant	BMF		ENST00000558774	intron_variant	MODIFIER	protein_coding			
rs34245505					intron_variant	BMF		ENST00000559701	intron_variant	MODIFIER	protein_coding			
rs34245505					intron_variant	BMF		ENST00000560430	downstream_gene_variant	MODIFIER	protein_coding			
rs34245505					intron_variant	BMF		ENST00000561282	intron_variant	MODIFIER	protein_coding			
rs34245505					intron_variant	BMF		ENST00000561360	intron_variant	MODIFIER	protein_coding			
rs34569984					intron_variant	CACNA1H		ENST00000348261	intron_variant	MODIFIER	protein_coding			
rs34569984					intron_variant	CACNA1H		ENST00000358590	intron_variant	MODIFIER	protein_coding			
rs34569984					intron_variant	CACNA1H		ENST00000564954	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs34569984					intron_variant	CACNA1H		ENST00000565831	intron_variant	MODIFIER	protein_coding			
rs34665498					3_prime_UTR_variant	PDIA2		ENST00000219406	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498					3_prime_UTR_variant	ARHGDIG		ENST00000219409	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498					3_prime_UTR_variant	AXIN1		ENST00000262320	3_prime_UTR_variant	MODIFIER	protein_coding			
rs34665498					3_prime_UTR_variant	AXIN1		ENST00000354866	3_prime_UTR_variant	MODIFIER	protein_coding			
rs34665498					3_prime_UTR_variant	PDIA2		ENST00000404312	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498					3_prime_UTR_variant	ARHGDIG		ENST00000414650	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498					3_prime_UTR_variant	PDIA2		ENST00000435833	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498					3_prime_UTR_variant	PDIA2		ENST00000456379	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498					3_prime_UTR_variant	AXIN1		ENST00000457798	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498					3_prime_UTR_variant	AXIN1		ENST00000461023	non_coding_transcript_exon_variant	MODIFIER	retained_intron			
rs34665498					3_prime_UTR_variant	PDIA2		ENST00000462950	downstream_gene_variant	MODIFIER	processed_transcript			
rs34665498					3_prime_UTR_variant	PDIA2		ENST00000467212	downstream_gene_variant	MODIFIER	retained_intron			
rs34665498					3_prime_UTR_variant	ARHGDIG		ENST00000477621	downstream_gene_variant	MODIFIER	retained_intron			
rs34665498					3_prime_UTR_variant	PDIA2		ENST00000482665	downstream_gene_variant	MODIFIER	retained_intron			
rs35368444					intergenic_variant				intergenic_variant					
rs35575195					regulatory_region_variant				regulatory_region_variant					
rs35632228					3_prime_UTR_variant	LMX1B		ENST00000355497	3_prime_UTR_variant	MODIFIER	protein_coding			
rs35632228					3_prime_UTR_variant	LMX1B		ENST00000373474	downstream_gene_variant	MODIFIER	protein_coding			
rs35632228					3_prime_UTR_variant	LMX1B		ENST00000425646	3_prime_UTR_variant	MODIFIER	protein_coding			
rs35632228					3_prime_UTR_variant	LMX1B		ENST00000526117	downstream_gene_variant	MODIFIER	protein_coding			
rs35632228					3_prime_UTR_variant	LMX1B		ENST00000561065	downstream_gene_variant	MODIFIER	protein_coding			
rs35632228					3_prime_UTR_variant	RP11-489N22.3		ENST00000602859	upstream_gene_variant	MODIFIER	lincRNA			
rs35889227					intron_variant	FOXN3		ENST00000345097	intron_variant	MODIFIER	protein_coding			
rs35889227					intron_variant	Y_RNA		ENST00000516713	downstream_gene_variant	MODIFIER	misc_RNA			
rs35889227					intron_variant	FOXN3		ENST00000555353	intron_variant	MODIFIER	protein_coding			
rs35889227					intron_variant	FOXN3		ENST00000555855	intron_variant	MODIFIER	protein_coding			
rs3747579					missense_variant	CORO7		ENST00000251166	missense_variant	MODERATE	protein_coding		193.0	R/Q
rs3747579					missense_variant	CORO7		ENST00000423908	missense_variant	MODERATE	protein_coding		25.0	R/Q
rs3747579					missense_variant	CORO7		ENST00000537233	missense_variant	MODERATE	protein_coding		175.0	R/Q
rs3747579					missense_variant	CORO7		ENST00000539968	5_prime_UTR_variant	MODIFIER	protein_coding			
rs3747579					missense_variant	CORO7		ENST00000570645	missense_variant	MODERATE	protein_coding		27.0	G/R
rs3747579					missense_variant	CORO7		ENST00000570928	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3747579					missense_variant	CORO7		ENST00000571052	missense_variant	MODERATE	protein_coding		27.0	G/R
rs3747579					missense_variant	CORO7		ENST00000571059	intron_variant	MODIFIER	protein_coding			
rs3747579					missense_variant	CORO7		ENST00000571227	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3747579					missense_variant	CORO7		ENST00000571756	missense_variant,NMD_transcript_variant	MODERATE	nonsense_mediated_decay		173.0	G/R
rs3747579					missense_variant	CORO7		ENST00000572044	missense_variant	MODERATE	protein_coding		25.0	R/Q
rs3747579					missense_variant	CORO7		ENST00000572549	missense_variant	MODERATE	protein_coding		38.0	R/Q
rs3747579					missense_variant	CORO7		ENST00000573245	non_coding_transcript_exon_variant	MODIFIER	retained_intron			
rs3747579					missense_variant	CORO7		ENST00000574025	missense_variant	MODERATE	protein_coding		108.0	R/Q
rs3747579					missense_variant	CORO7		ENST00000574311	missense_variant,NMD_transcript_variant	MODERATE	nonsense_mediated_decay		25.0	R/Q
rs3747579					missense_variant	CORO7		ENST00000575038	missense_variant	MODERATE	protein_coding		173.0	G/R
rs3747579					missense_variant	CORO7		ENST00000575714	non_coding_transcript_exon_variant	MODIFIER	retained_intron			
rs3747579					missense_variant	CORO7		ENST00000575850	missense_variant	MODERATE	protein_coding		206.0	R/Q
rs3747579					missense_variant	CORO7		ENST00000576437	missense_variant,NMD_transcript_variant	MODERATE	nonsense_mediated_decay		27.0	G/R
rs3751837					3_prime_UTR_variant	CLUAP1		ENST00000341633	intron_variant	MODIFIER	protein_coding			
rs3751837					3_prime_UTR_variant	CLUAP1		ENST00000417763	intron_variant	MODIFIER	protein_coding			
rs3751837					3_prime_UTR_variant	CLUAP1		ENST00000445795	intron_variant	MODIFIER	protein_coding			
rs3751837					3_prime_UTR_variant	CLUAP1		ENST00000571025	3_prime_UTR_variant	MODIFIER	protein_coding			
rs3751837					3_prime_UTR_variant	CLUAP1		ENST00000572600	intron_variant	MODIFIER	protein_coding			
rs3751837					3_prime_UTR_variant	CLUAP1		ENST00000572632	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3751837					3_prime_UTR_variant	CLUAP1		ENST00000574551	downstream_gene_variant	MODIFIER	protein_coding			
rs3751837					3_prime_UTR_variant	CLUAP1		ENST00000575134	downstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs3751837					3_prime_UTR_variant	CLUAP1		ENST00000575323	downstream_gene_variant	MODIFIER	retained_intron			
rs3751837					3_prime_UTR_variant	CLUAP1		ENST00000576634	intron_variant	MODIFIER	protein_coding			
rs3757974					intron_variant	DGAT1		ENST00000561737	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs3757974					intron_variant	DGAT1		ENST00000564602	intron_variant	MODIFIER	protein_coding			
rs3757974					intron_variant	DGAT1		ENST00000565392	upstream_gene_variant	MODIFIER	retained_intron			
rs3757974					intron_variant	DGAT1		ENST00000565657	intron_variant	MODIFIER	protein_coding			
rs3757974					intron_variant	DGAT1		ENST00000566444	upstream_gene_variant	MODIFIER	retained_intron			
rs3757974					intron_variant	DGAT1		ENST00000567463	upstream_gene_variant	MODIFIER	processed_transcript			
rs3757974					intron_variant	DGAT1		ENST00000569868	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs3757974					intron_variant	DGAT1		ENST00000332324	intron_variant	MODIFIER	protein_coding			
rs3757974					intron_variant	DGAT1		ENST00000524844	upstream_gene_variant	MODIFIER	processed_transcript			
rs3757974					intron_variant	DGAT1		ENST00000524965	upstream_gene_variant	MODIFIER	retained_intron			
rs3757974					intron_variant	DGAT1		ENST00000525371	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs3757974					intron_variant	DGAT1		ENST00000526479	upstream_gene_variant	MODIFIER	processed_transcript			
rs3757974					intron_variant	DGAT1		ENST00000527438	upstream_gene_variant	MODIFIER	processed_transcript			
rs3757974					intron_variant	DGAT1		ENST00000527885	upstream_gene_variant	MODIFIER	retained_intron			
rs3757974					intron_variant	DGAT1		ENST00000528718	upstream_gene_variant	MODIFIER	retained_intron			
rs3757974					intron_variant	DGAT1		ENST00000531896	intron_variant	MODIFIER	protein_coding			
rs3959569					missense_variant	MAPKBP1		ENST00000221214	missense_variant	MODERATE	protein_coding		1117.0	R/H
rs3959569					missense_variant	MAPKBP1		ENST00000221214	missense_variant	MODERATE	protein_coding		1117.0	R/P
rs3959569					missense_variant	MAPKBP1		ENST00000260357	missense_variant	MODERATE	protein_coding		1073.0	R/H
rs3959569					missense_variant	MAPKBP1		ENST00000260357	missense_variant	MODERATE	protein_coding		1073.0	R/P
rs3959569					missense_variant	JMJD7		ENST00000397299	upstream_gene_variant	MODIFIER	protein_coding			
rs3959569					missense_variant	JMJD7		ENST00000405106	upstream_gene_variant	MODIFIER	processed_transcript			
rs3959569					missense_variant	JMJD7		ENST00000408047	upstream_gene_variant	MODIFIER	protein_coding			
rs3959569					missense_variant	JMJD7		ENST00000431823	upstream_gene_variant	MODIFIER	protein_coding			
rs3959569					missense_variant	MAPKBP1		ENST00000456763	missense_variant	MODERATE	protein_coding		1240.0	R/H
rs3959569					missense_variant	MAPKBP1		ENST00000456763	missense_variant	MODERATE	protein_coding		1240.0	R/P
rs3959569					missense_variant	MAPKBP1		ENST00000457542	missense_variant	MODERATE	protein_coding		1234.0	R/H
rs3959569					missense_variant	MAPKBP1		ENST00000457542	missense_variant	MODERATE	protein_coding		1234.0	R/P
rs3959569					missense_variant	MAPKBP1		ENST00000502695	downstream_gene_variant	MODIFIER	retained_intron			
rs3959569					missense_variant	MAPKBP1		ENST00000505061	non_coding_transcript_exon_variant	MODIFIER	retained_intron			
rs3959569					missense_variant	MAPKBP1		ENST00000505373	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3959569					missense_variant	MAPKBP1		ENST00000506301	downstream_gene_variant	MODIFIER	retained_intron			
rs3959569					missense_variant	MAPKBP1		ENST00000508050	downstream_gene_variant	MODIFIER	retained_intron			
rs3959569					missense_variant	RP11-23P13.4		ENST00000510176	downstream_gene_variant	MODIFIER	antisense			
rs3959569					missense_variant	RP11-23P13.4		ENST00000512295	downstream_gene_variant	MODIFIER	antisense			
rs3959569					missense_variant	MAPKBP1		ENST00000512433	downstream_gene_variant	MODIFIER	retained_intron			
rs3959569					missense_variant	MAPKBP1		ENST00000512970	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3959569					missense_variant	MAPKBP1		ENST00000514566	intron_variant	MODIFIER	protein_coding			
rs3959569					missense_variant	PLA2G4B		ENST00000542534	upstream_gene_variant	MODIFIER	protein_coding			
rs4082793					intron_variant	BCL11B		ENST00000345514	intron_variant	MODIFIER	protein_coding			
rs4082793					intron_variant	BCL11B		ENST00000357195	intron_variant	MODIFIER	protein_coding			
rs4082793					intron_variant	BCL11B		ENST00000443726	intron_variant	MODIFIER	protein_coding			
rs4237150					intron_variant	GLIS3		ENST00000381971	intron_variant	MODIFIER	protein_coding			
rs4237150					intron_variant	GLIS3		ENST00000465708	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs4237150					intron_variant	GLIS3		ENST00000471664	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs4237150					intron_variant	GLIS3		ENST00000477901	intron_variant	MODIFIER	protein_coding			
rs4237150					intron_variant	GLIS3		ENST00000478844	intron_variant	MODIFIER	protein_coding			
rs4237150					intron_variant	GLIS3		ENST00000481827	intron_variant	MODIFIER	protein_coding			
rs4237150					intron_variant	GLIS3		ENST00000490709	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs4237150					intron_variant	GLIS3		ENST00000491889	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs4382592					intron_variant	MED27		ENST00000292035	intron_variant	MODIFIER	protein_coding			
rs4382592					intron_variant	MED27		ENST00000357028	intron_variant	MODIFIER	protein_coding			
rs4548860					intron_variant	FTO		ENST00000394647	intron_variant	MODIFIER	protein_coding			
rs4548860					intron_variant	FTO		ENST00000464071	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs4548860					intron_variant	FTO		ENST00000471389	intron_variant	MODIFIER	protein_coding			
rs4548860					intron_variant	FTO		ENST00000570395	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs4556142					intergenic_variant				intergenic_variant					
rs458522					intron_variant	ZNF263		ENST00000219069	upstream_gene_variant	MODIFIER	protein_coding			
rs458522					intron_variant	ZNF263		ENST00000538765	intron_variant	MODIFIER	protein_coding			
rs458522					intron_variant	ZNF263		ENST00000572748	upstream_gene_variant	MODIFIER	protein_coding			
rs458522					intron_variant	ZNF263		ENST00000573578	upstream_gene_variant	MODIFIER	protein_coding			
rs458522					intron_variant	ZNF263		ENST00000574253	upstream_gene_variant	MODIFIER	protein_coding			
rs458522					intron_variant	ZNF263		ENST00000575823	upstream_gene_variant	MODIFIER	protein_coding			
rs459571					intron_variant	BRD3		ENST00000303407	intron_variant	MODIFIER	protein_coding			
rs459571					intron_variant	BRD3		ENST00000357885	intron_variant	MODIFIER	protein_coding			
rs459571					intron_variant	BRD3		ENST00000371834	intron_variant	MODIFIER	protein_coding			
rs459571					intron_variant	BRD3		ENST00000371842	downstream_gene_variant	MODIFIER	protein_coding			
rs459571					intron_variant	BRD3		ENST00000494743	downstream_gene_variant	MODIFIER	retained_intron			
rs4599845					intron_variant	TRPS1		ENST00000220888	intron_variant	MODIFIER	protein_coding			
rs4599845					intron_variant	TRPS1		ENST00000395715	intron_variant	MODIFIER	protein_coding			
rs4599845					intron_variant	TRPS1		ENST00000519076	intron_variant	MODIFIER	protein_coding			
rs4599845					intron_variant	TRPS1		ENST00000519674	intron_variant	MODIFIER	protein_coding			
rs4599845					intron_variant	TRPS1		ENST00000520276	intron_variant	MODIFIER	protein_coding			
rs4740559					intron_variant	NFIB		ENST00000380924	intron_variant	MODIFIER	protein_coding			
rs4740559					intron_variant	NFIB		ENST00000380934	intron_variant	MODIFIER	protein_coding			
rs4740559					intron_variant	NFIB		ENST00000380953	intron_variant	MODIFIER	protein_coding			
rs4740559					intron_variant	NFIB		ENST00000380959	intron_variant	MODIFIER	protein_coding			
rs4740559					intron_variant	NFIB		ENST00000397575	intron_variant	MODIFIER	protein_coding			
rs4740559					intron_variant	NFIB		ENST00000397579	intron_variant	MODIFIER	protein_coding			
rs4740559					intron_variant	NFIB		ENST00000397581	intron_variant	MODIFIER	protein_coding			
