Query_SNP	DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Clinical LDL cholesterol levels	241,027 British ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	3E-433	432.52287874528037		0.176989	[0.17-0.18] mmol/L increase	NR [11378821] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST90497219	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Cholesterol in IDL	241,027 British ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	3E-380	379.52287874528037		0.165175	[0.16-0.17] mmol/L increase	NR [11378821] (imputed)	N	cholesterol in IDL measurement	http://www.ebi.ac.uk/efo/EFO_0021899	GCST90497518	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Cholesterol to Total Lipids in IDL percentage	241,027 British ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	2E-200	199.69897000433602		0.115483	[0.11-0.12] % increase	NR [11378821] (imputed)	N	cholesterol to total lipids in IDL percentage	http://www.ebi.ac.uk/efo/EFO_0022233	GCST90497501	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Cholesteryl Esters in IDL	241,027 British ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	6E-384	383.22184874961636		0.166138	[0.16-0.17] mmol/L increase	NR [11378821] (imputed)	N	cholesteryl ester measurement	http://www.ebi.ac.uk/efo/EFO_0010351	GCST90497549	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Cholesteryl Esters to Total Lipids in IDL percentage	241,027 British ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	2E-175	174.69897000433602		0.108514	[0.1-0.12] % increase	NR [11378821] (imputed)	N	cholesteryl esters to total lipids in IDL percentage	http://www.ebi.ac.uk/efo/EFO_0022247	GCST90497525	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein CHIT1 levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.222642	3E-13	12.522878745280337		0.222107	[0.16-0.28] unit increase	NR [7314156] (imputed)	N	level of chitotriosidase-1 (human) in cerebrospinal fluid	http://purl.obolibrary.org/obo/OBA_2058656	GCST90944709	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein SMOC1 levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.224547	3E-40	39.52287874528034		0.261656	[0.22-0.3] unit increase	NR [7314156] (imputed)	N	level of SPARC-related modular calcium-binding protein 1 (human) in cerebrospinal fluid	http://purl.obolibrary.org/obo/OBA_2080983	GCST90943916	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein APOE levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.223396	5E-432	431.30102999566395		0.879301	[0.85-0.91] unit decrease	NR [7314156] (imputed)	N	level of apolipoprotein E (human) in cerebrospinal fluid	http://purl.obolibrary.org/obo/OBA_2081971	GCST90945074	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein NECAB2 levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.224286	1E-15	15.0		0.159789	[0.12-0.2] unit increase	NR [7314156] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90942506	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein BEND5 levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.224076	2E-12	11.698970004336019		0.236992	[0.17-0.3] unit decrease	NR [7314156] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90940611	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein ACHE levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.2222	2E-11	10.698970004336019		0.192402	[0.14-0.25] unit increase	NR [7314156] (imputed)	N	level of acetylcholinesterase (human) in cerebrospinal fluid	http://purl.obolibrary.org/obo/OBA_2057411	GCST90944086	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein ITGAM levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.224789	6E-29	28.221848749616356		0.249985	[0.21-0.29] unit increase	NR [7314156] (imputed)	N	level of integrin alpha-M (human) in cerebrospinal fluid	http://purl.obolibrary.org/obo/OBA_2057053	GCST90944802	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein ITGB2 levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.223869	1E-20	20.0		0.194967	[0.15-0.24] unit increase	NR [7314156] (imputed)	N	level of integrin beta-2 (human) in cerebrospinal fluid	http://purl.obolibrary.org/obo/OBA_2056761	GCST90944803	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein SNAP25 levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.224297	2E-14	13.698970004336019		0.167857	[0.13-0.21] unit increase	NR [7314156] (imputed)	N	level of synaptosomal-associated protein 25 (human) in cerebrospinal fluid	http://purl.obolibrary.org/obo/OBA_2058250	GCST90942785	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein GGCT levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.222867	3E-13	12.522878745280337		0.141136	[0.1-0.18] unit increase	NR [7314156] (imputed)	N	level of gamma-glutamylcyclotransferase (human) in cerebrospinal fluid	http://purl.obolibrary.org/obo/OBA_2056333	GCST90944328	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein GLOD4 levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.223243	3E-12	11.522878745280337		0.12687	[0.092-0.162] unit increase	NR [7314156] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90944333	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein SHC3 levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.224527	4E-16	15.397940008672037		0.232295	[0.18-0.29] unit increase	NR [7314156] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90942756	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein VSNL1 levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.223022	3E-25	24.522878745280337		0.173132	[0.14-0.21] unit increase	NR [7314156] (imputed)	N	level of visinin-like protein 1 (human) in cerebrospinal fluid	http://purl.obolibrary.org/obo/OBA_2058318	GCST90944054	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Triglycerides to Total Lipids in Large VLDL percentage	434,646 British ancestry individuals, 8,796 British Central/South Asian individuals, 6,573 British African individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	1E-102	102.0		0.06	[0.06-0.06] % increase	NR [10413938] (imputed)	N	triglycerides to total lipids in large VLDL percentage	http://www.ebi.ac.uk/efo/EFO_0022332	GCST90501169	Genome-wide genotyping array
rs429358	2026-06-23	42062297	Londono-Correa D	2026-04-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/42062297	Crystallized and fluid cognitive abilities have different genetic associations with neuropsychiatric disorders.	Fluid reasoning (multivariate analysis)	89,594 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	6E-11	10.221848749616356				Affymetrix, Illumina [6541999] (imputed)	N	reasoning	http://www.ebi.ac.uk/efo/EFO_0004350	GCST90827738	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein GPI levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.22503	2E-13	12.698970004336019		0.166083	[0.12-0.21] unit increase	NR [7314156] (imputed)	N	level of glucose-6-phosphate isomerase (human) in cerebrospinal fluid	http://purl.obolibrary.org/obo/OBA_2056818	GCST90945001	Genome-wide genotyping array
rs429358	2025-07-02	39789286	Loya H	2025-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39789286	A scalable variational inference approach for increased mixed-model association power.	CPM protein levels	47,745 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.1592104	1E-15	15.0		0.05360643	[0.039-0.068] unit decrease	NR [13308244] (imputed)	N	carboxypeptidase M measurement	http://www.ebi.ac.uk/efo/EFO_0801454	GCST90468843	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein DTX3 levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.223182	7E-23	22.154901959985743		0.171829	[0.14-0.21] unit increase	NR [7314156] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90943306	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein SDC4 levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.223721	2E-20	19.69897000433602		0.180739	[0.14-0.22] unit increase	NR [7314156] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90944558	Genome-wide genotyping array
rs429358	2026-07-29	42054495	Western D	2026-04-29	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.	Cerebrospinal fluid protein NRGN levels	2,524 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.221861	2E-14	13.698970004336019		0.178727	[0.13-0.22] unit increase	NR [7314156] (imputed)	N	level of neurogranin (human) in cerebrospinal fluid	http://purl.obolibrary.org/obo/OBA_2080174	GCST90945025	Genome-wide genotyping array
rs429358	2025-07-14	40545721	Sun Y	2025-06-21	HGG Adv	www.ncbi.nlm.nih.gov/pubmed/40545721	Genome-wide association studies and multi-omics integrative analysis reveal novel loci and their molecular mechanisms for circulating polyunsaturated, monounsaturated, and saturated fatty acids.	Linoleic acid levels	239,268 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	9E-15	14.045757490560675				Affymetrix [13427944] (imputed)	N	linoleic acid measurement	http://www.ebi.ac.uk/efo/EFO_0006807	GCST90502012	Genome-wide genotyping array
rs429358	2025-07-02	39789286	Loya H	2025-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39789286	A scalable variational inference approach for increased mixed-model association power.	Mean sphered cell volume (UKB data field 30270)	394,642 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.15625936	2E-41	40.69897000433602		0.03505074	[0.03-0.04] unit decrease	NR [13308323] (imputed)	N	erythrocyte volume	http://purl.obolibrary.org/obo/OBA_0003460	GCST90468089	Genome-wide genotyping array
rs429358	2026-02-02	39024449	Verma A	2024-07-19	Science	www.ncbi.nlm.nih.gov/pubmed/39024449	Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.	Overweight, obesity and other hyperalimentation (PheCode 278)	187,880 European ancestry cases, 218,356 European ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8598	5E-17	16.30102999566398		0.04718	[0.034-0.06] unit increase	NR [44300000] (imputed)	N	overnutrition, obesity disorder	http://purl.obolibrary.org/obo/MONDO_0003916, http://purl.obolibrary.org/obo/MONDO_0011122	GCST90475759	Genome-wide genotyping array
rs429358	2026-03-12	41686896	Du M	2026-02-13	Sci Adv	www.ncbi.nlm.nih.gov/pubmed/41686896	Cross-trait genomic modeling reveals the polygenic architecture and systemic impact of MASLD.	Metabolic dysfunction-associated steatotic liver disease (MTAG)	122,644 European ancestry individuals (MTAG effective sample size boosted by proton density fat fraction samples)	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.84493	3E-30	29.522878745280337		0.124991514	[0.1-0.15] unit increase	NR [8612974] (imputed)	N	metabolic dysfunction-associated steatotic liver disease	http://purl.obolibrary.org/obo/MONDO_0013209	GCST90728570	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Triglycerides to Total Lipids in Large LDL percentage	241,027 British ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	3E-259	258.52287874528037		0.131318	[0.12-0.14] % decrease	NR [11378821] (imputed)	N	triglycerides to total lipids in large LDL percentage	http://www.ebi.ac.uk/efo/EFO_0022331	GCST90498083	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Linoleic acid	241,027 British ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	9E-115	114.04575749056067		0.0896244	[0.082-0.097] mmol/L increase	NR [11378821] (imputed)	N	linoleic acid measurement	http://www.ebi.ac.uk/efo/EFO_0006807	GCST90498321	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Linoleic acid to total fatty acids percentage	241,027 British ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	7E-41	40.15490195998574		0.0507941	[0.043-0.058] % increase	NR [11378821] (imputed)	N	polyunsaturated fatty acids to total fatty acids percentage	http://www.ebi.ac.uk/efo/EFO_0022303	GCST90498306	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	LDL cholesterol levels	241,027 British ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	4E-413	412.39794000867204		0.172649	[0.16-0.18] mmol/L increase	NR [11378821] (imputed)	N	blood VLDL cholesterol amount	http://purl.obolibrary.org/obo/OBA_VT0005144	GCST90498346	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Total Lipids in LDL	241,027 British ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	2E-406	405.69897000433605		0.171123	[0.16-0.18] mmol/L increase	NR [11378821] (imputed)	N	total lipids in LDL measurement	http://www.ebi.ac.uk/efo/EFO_0022308	GCST90498396	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Concentration of LDL particles	241,027 British ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	3E-350	349.52287874528037		0.158738	[0.15-0.17] mmol/L increase	NR [11378821] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST90498413	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Phospholipids in LDL	241,027 British ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	2E-443	442.69897000433605		0.178982	[0.17-0.19] mmol/L increase	NR [11378821] (imputed)	N	phospholipids in LDL measurement	http://www.ebi.ac.uk/efo/EFO_0022294	GCST90498432	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Cholesteryl Esters in LDL	241,027 British ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	2E-378	377.69897000433605		0.165067	[0.16-0.17] mmol/L increase	NR [11378821] (imputed)	N	cholesteryl esters in LDL measurement	http://www.ebi.ac.uk/efo/EFO_0920023	GCST90498374	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Free Cholesterol in LDL	241,027 British ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	3E-488	487.52287874528037		0.18788	[0.18-0.2] mmol/L increase	NR [11378821] (imputed)	N	free cholesterol in LDL measurement	http://www.ebi.ac.uk/efo/EFO_0022266	GCST90498386	Genome-wide genotyping array
rs429358	2025-03-21	38429522	Toikumo S	2024-03-01	Nat Med	www.ncbi.nlm.nih.gov/pubmed/38429522	A multi-ancestry genetic study of pain intensity in 598,339 veterans.	Pain intensity (NRS pain scale 0-11)	404,510 European American ancestry males, 97,343 African American males, 43,833 Hispanic American ancestry males	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	2E-9	8.698970004336019		0.016	[0.01-0.022] unit increase	Affymetrix [NR] (imputed)	N	pain measurement	http://www.ebi.ac.uk/efo/EFO_0010639	GCST90565159	Genome-wide genotyping array
rs429358	2026-03-20	37985223	Archer DB	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37985223	Longitudinal change in memory performance as a strong endophenotype for Alzheimer's disease.	Memory decline in normal cognition (excluding comorbidities)	24,216 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	0.146504	9E-32	31.045757490560675		0.01503	[0.013-0.018] unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory impairment	http://www.ebi.ac.uk/efo/EFO_0001072	GCST90448878	Genome-wide genotyping array
rs429358	2024-08-05	38448586	Karjalainen MK	2024-03-06	Nature	www.ncbi.nlm.nih.gov/pubmed/38448586	Genome-wide characterization of circulating metabolic biomarkers.	Triglycerides to total lipids ratio in large HDL	4,435 East Asian ancestry individuals, 11,340 South Asian ancestry individuals, 120,241 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8435	3E-28	27.522878745280337		0.0613	[0.05-0.072] unit decrease	Affymetrix, Illumina, Perlegen [13338441] (imputed)	N	triglycerides:total lipids ratio, high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0020947, http://www.ebi.ac.uk/efo/EFO_0004612	GCST90302006	Genome-wide genotyping array, Genome-wide sequencing [Various]
rs429358	2024-08-05	38448586	Karjalainen MK	2024-03-06	Nature	www.ncbi.nlm.nih.gov/pubmed/38448586	Genome-wide characterization of circulating metabolic biomarkers.	Concentration of large HDL particles	4,435 East Asian ancestry individuals, 11,340 South Asian ancestry individuals, 120,241 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8432	2E-68	67.69897000433602		0.0976	[0.087-0.109] unit increase	Affymetrix, Illumina, Perlegen [13387899] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST90302002	Genome-wide genotyping array, Genome-wide sequencing [Various]
rs429358	2024-08-05	38448586	Karjalainen MK	2024-03-06	Nature	www.ncbi.nlm.nih.gov/pubmed/38448586	Genome-wide characterization of circulating metabolic biomarkers.	Phospholipids in large HDL	4,435 East Asian ancestry individuals, 11,340 South Asian ancestry individuals, 120,241 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8432	3E-64	63.52287874528034		0.0945	[0.084-0.105] unit increase	Affymetrix, Illumina, Perlegen [13387948] (imputed)	N	phospholipids in large HDL measurement	http://www.ebi.ac.uk/efo/EFO_0022190	GCST90302003	Genome-wide genotyping array, Genome-wide sequencing [Various]
rs429358	2024-05-14	38632349	Ghouse J	2024-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38632349	Integrative common and rare variant analyses provide insights into the genetic architecture of liver cirrhosis.	Gamma glutamyl transferase levels	875,069 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	2E-14	13.698970004336019		0.0054	[0.004-0.0068] unit decrease	Affymetrix, Illumina [NR] (imputed)	N	serum gamma-glutamyl transferase measurement	http://www.ebi.ac.uk/efo/EFO_0004532	GCST90428730	Genome-wide genotyping array
rs429358	2024-05-14	38632349	Ghouse J	2024-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38632349	Integrative common and rare variant analyses provide insights into the genetic architecture of liver cirrhosis.	Alanine aminotransferase levels	1,010,710 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	2E-61	60.69897000433602		0.0088	[0.0078-0.0098] unit decrease	Affymetrix, Illumina [NR] (imputed)	N	serum alanine aminotransferase amount	http://purl.obolibrary.org/obo/OBA_2050062	GCST90428729	Genome-wide genotyping array
